ID,Title,Release Year,Length in Min,IMDB Rating,Rating Count,Directors,Writers,Stars,Genres,Budget,Gross
720,Land of the Dead,2005,93,6.2,101000,George A. Romero,George A. Romero,John Leguizamo|Asia Argento|Simon Baker,Horror|Sci-Fi|Thriller,15000000,47074133
721,Spirit Trap,2005,91,4.4,1500,David Smith,"Phil O'Shea, Paul Finch, Rohan Candappa",Billie Piper|Luke Mably|Emma Catherwood,Horror|Thriller,4500000,25245
722,Cruel World,2005,88,3.7,1500,Kelsey T. Howard,"Gene Hess, Paul Lawrence, Paul T. Murray",Edward Furlong|Daniel Franzese|Andrew Keegan,Comedy|Horror|Thriller,2000000,16344
723,Doom,2005,105,5.2,119000,Andrzej Bartkowiak,"Dave Callaham, Wesley Strick",Karl Urban|Rosamund Pike|Dwayne Johnson,Action|Horror|Sci-Fi,60000000,58100000
724,Sam gang 2,2004,126,6.9,21000,"Fruit Chan, Park Chan-wook, Takashi Miike","Park Chan-wook, Haruko Fukushima, Pik-Wah Lee",Bai Ling|Lee Byung-hun|Kyoko Hasegawa,Horror,77532,516930
725,The Texas Chainsaw Massacre: The Beginning,2006,91,5.8,77000,Jonathan Liebesman,"Sheldon Turner, David J. Schow",Jordana Brewster|Matt Bomer|Diora Baird,Horror,16000000,50517763
726,Frágiles,2005,101,6.0,18000,Jaume Balagueró,"Jaume Balagueró, Jordi Galceran",Calista Flockhart|Richard Roxburgh|Elena Anaya,Horror|Mystery|Thriller,7000000,6680926
727,Hatchet,2006,93,5.6,34000,Adam Green,Adam Green,Kane Hodder|Joel David Moore|Deon Richmond,Comedy|Horror|Thriller,1500000,155873
728,The Messengers,2007,90,5.3,41000,"Danny Pang, Oxide Chun Pang","Mark Wheaton, Todd Farmer",Dylan McDermott|Penelope Ann Miller|Kristen Stewart,Drama|Horror|Mystery,16000000,55060212
729,Feast,2005,95,6.2,34000,John Gulager,"Patrick Melton, Marcus Dunstan",Navi Rawat|Krista Allen|Balthazar Getty,Action|Comedy|Horror,3200000,658573
730,An American Haunting,2005,83,5.0,27000,Courtney Solomon,"Courtney Solomon, Brent Monahan",Donald Sutherland|Sissy Spacek|Rachel Hurd-Wood,Drama|Horror|Mystery,14000000,29612137
731,The Possession,2012,92,5.9,63000,Ole Bornedal,"Juliet Snowden, Stiles White, Leslie Gornstein",Natasha Calis|Jeffrey Dean Morgan|Kyra Sedgwick,Horror|Mystery|Thriller,14000000,85400000
732,Resident Evil: Extinction,2007,94,6.2,206000,Russell Mulcahy,Paul W.S. Anderson,Milla Jovovich|Ali Larter|Oded Fehr,Action|Horror|Sci-Fi,45000000,148400000
733,The Fog,2005,100,3.7,39000,Rupert Wainwright,"Cooper Layne, John Carpenter, Debra Hill",Tom Welling|Maggie Grace|Selma Blair,Horror|Mystery,18000000,46201432
734,Saw II,2005,93,6.6,277000,Darren Lynn Bousman,"Leigh Whannell, Darren Lynn Bousman",Donnie Wahlberg|Beverley Mitchell|Franky G,Horror|Mystery,4000000,147748505
735,Daybreakers,2009,98,6.4,135000,"Michael Spierig, Peter Spierig","Michael Spierig, Peter Spierig",Ethan Hawke|Willem Dafoe|Sam Neill,Action|Horror|Sci-Fi,20000000,51417188
736,The Grudge 2,2006,102,5.0,51000,Takashi Shimizu,"Stephen Susco, Takashi Shimizu",Amber Tamblyn|Edison Chen|Arielle Kebbel,Horror|Thriller,20000000,39143839
737,The Return,2005,85,4.7,12000,Asif Kapadia,Adam Sussman,Sarah Michelle Gellar|Sam Shepard|Peter O'Brien,Horror|Mystery|Thriller,98000000,443280904
738,Whisper,2007,94,5.7,10000,Stewart Hendler,Christopher Borrelli,Jennifer Shirley|Blake Woodruff|Michael Rooker,Crime|Drama|Horror,12000000,5285197
739,The Descent,2005,99,7.2,247000,Neil Marshall,Neil Marshall,Shauna Macdonald|Natalie Mendoza|Alex Reid,Adventure|Horror|Thriller,3500000,57130027
740,The League of Gentlemen's Apocalypse,2005,91,6.1,5900,Steve Bendelack,"Jeremy Dyson, Mark Gatiss, Steve Pemberton",Mark Gatiss|Steve Pemberton|Reece Shearsmith,Comedy|Fantasy|Horror,5600000,2424174
741,See No Evil,2006,84,5.0,29000,Gregory Dark,Dan Madigan,Glenn Jacobs|Christina Vidal|Michael J. Pagan,Action|Horror|Thriller,8000000,18700000
742,Slither,2006,95,6.5,89000,James Gunn,James Gunn,Nathan Fillion|Elizabeth Banks|Michael Rooker,Comedy|Horror|Sci-Fi,15000000,12800000
743,Stay Alive,2006,85,5.0,34000,William Brent Bell,"William Brent Bell, Matthew Peterman",Jon Foster|Samaire Armstrong|Frankie Muniz,Fantasy|Horror|Mystery,9000000,27105095
744,The X Files: I Want to Believe,2008,104,5.9,94000,Chris Carter,"Frank Spotnitz, Chris Carter",David Duchovny|Gillian Anderson|Billy Connolly,Crime|Drama|Horror,30000000,69363381
745,The Reaping,2007,99,5.6,45000,Stephen Hopkins,"Carey W. Hayes, Chad Hayes, Brian Rousso",Hilary Swank|David Morrissey|AnnaSophia Robb,Horror|Thriller,40000000,62771059
746,The Night Listener,2006,91,5.9,16000,Patrick Stettner,"Armistead Maupin, Terry Anderson, Patrick Stettner",Robin Williams|Toni Collette|Rory Culkin,Crime|Drama|Horror,4000000,10639686
747,Dominion: Prequel to the Exorcist,2005,117,5.1,14000,Paul Schrader,"William Wisher, Caleb Carr, William Peter Blatty",Stellan Skarsgård|Gabriel Mann|Clara Bellar,Drama|Horror|Thriller,30000000,251495
748,Hostel,2005,94,5.9,191000,Eli Roth,Eli Roth,Jay Hernandez|Derek Richardson|Eythor Gudjonsson,Horror,4800000,81979826
749,The Wicker Man,2006,102,3.8,71000,Neil LaBute,"Neil LaBute, Anthony Shaffer",Nicolas Cage|Ellen Burstyn|Leelee Sobieski,Horror|Mystery|Thriller,40000000,38805380
750,1408,2007,104,6.8,294000,Mikael Håfström,"Matt Greenberg, Scott Alexander, Larry Karaszewski",John Cusack|Samuel L. Jackson|Mary McCormack,Fantasy|Horror|Mystery,25000000,133000000
751,Vacancy,2007,85,6.2,107000,Nimród Antal,Mark L. Smith,Kate Beckinsale|Luke Wilson|Frank Whaley,Horror|Thriller,19000000,35300645
752,Black Christmas,2006,95,4.7,31000,Glen Morgan,"Glen Morgan, Roy Moore",Michelle Trachtenberg|Mary Elizabeth Winstead|Lacey Chabert,Horror,9000000,21510851
753,The Hills Have Eyes,2006,107,6.4,183000,Alexandre Aja,"Wes Craven, Alexandre Aja, Grégory Levasseur",Ted Levine|Kathleen Quinlan|Dan Byrd,Horror|Thriller,15000000,69623713
754,Pulse,2006,90,4.7,31000,Jim Sonzero,"Kiyoshi Kurosawa, Wes Craven, Ray Wright",Kristen Bell|Rick Gonzalez|Christina Milian,Horror|Sci-Fi|Thriller,38000000,29907685
755,Turistas,2006,93,5.4,41000,John Stockwell,Michael Arlen Ross,Josh Duhamel|Melissa George|Olivia Wilde,Horror|Mystery|Thriller,10000000,14652825
756,The Crazies,2010,101,6.5,129000,Breck Eisner,"Scott Kosar, Ray Wright, George A. Romero",Radha Mitchell|Timothy Olyphant|Danielle Panabaker,Horror,20000000,54956140
757,Dead Silence,2007,89,6.1,102000,James Wan,"Leigh Whannell, James Wan",Ryan Kwanten|Amber Valletta|Donnie Wahlberg,Horror|Mystery|Thriller,20000000,22217407
758,Fido,2006,93,6.7,30000,Andrew Currie,"Robert Chomiak, Andrew Currie, Dennis Heaton",Kesun Loder|Billy Connolly|Carrie-Anne Moss,Comedy|Drama|Horror,8000000,426224
759,Cat People,1942,73,7.2,26000,Jacques Tourneur,DeWitt Bodeen,Simone Simon|Tom Conway|Kent Smith,Fantasy|Horror|Thriller,134000,4000000
760,Grindhouse,2007,191,7.5,191000,"Robert Rodriguez, Eli Roth, Quentin Tarantino","Robert Rodriguez, Rob Zombie, Edgar Wright",Kurt Russell|Rose McGowan|Danny Trejo,Action|Horror|Thriller,67000000,25422088
761,28 Weeks Later,2007,100,6.9,294000,Juan Carlos Fresnadillo,"Rowan Joffe, Juan Carlos Fresnadillo, Enrique López Lavigne",Jeremy Renner|Rose Byrne|Robert Carlyle,Horror|Sci-Fi,15000000,65100000
762,El orfanato,2007,105,7.4,164000,J.A. Bayona,Sergio G. Sánchez,Belén Rueda|Fernando Cayo|Roger Príncep,Drama|Horror|Mystery,3400000,78638987
763,Piranha 3D,2010,88,5.5,97000,Alexandre Aja,"Pete Goldfinger, Josh Stolberg",Elisabeth Shue|Jerry O'Connell|Richard Dreyfuss,Comedy|Horror,24000000,83188165
764,The Omen,2006,110,5.5,63000,John Moore,David Seltzer,Liev Schreiber|Julia Stiles|Seamus Davey-Fitzpatrick,Drama|Fantasy|Horror,25000000,119975084
765,Gwoemul,2006,120,7.1,133000,Bong Joon Ho,"Bong Joon Ho, Won-jun Ha, Chul-hyun Baek",Song Kang-ho|Byun Hee-Bong|Park Hae-il,Drama|Horror|Sci-Fi,11000000,88489643
766,Open Water 2: Adrift,2006,95,5.2,20000,Hans Horn,"Adam Kreutner, Collin McMahon, David Mitchell",Susan May Pratt|Richard Speight Jr.|Niklaus Lange,Adventure|Drama|Horror,1200000,6816129
767,Bug,2006,102,6.1,38000,William Friedkin,Tracy Letts,Ashley Judd|Michael Shannon|Harry Connick Jr.,Drama|Horror|Thriller,4000000,8095658
768,Hood of Horror,2006,84,4.1,3200,Stacy Title,"Jonathan McHugh, Tim Sullivan, Jacob Hair",Snoop Dogg|Daniella Alonso|Anson Mount,Comedy|Horror,5000000,25900
769,The Abandoned,2006,99,5.5,13000,Nacho Cerdá,"Karim Hussain, Nacho Cerdá, Richard Stanley",Anastasia Hille|Karel Roden|Valentin Goshev,Horror|Mystery|Thriller,3000000,4529892
770,Amusement,2008,85,4.9,12000,John Simpson,Jake Wade Wall,Katheryn Winnick|Laura Breckenridge|Jessica Lucas,Crime|Horror|Mystery,6000000,170255
771,Rogue,2007,99,6.2,33000,Greg McLean,Greg McLean,Michael Vartan|Radha Mitchell|Sam Worthington,Action|Drama|Horror,20000000,4600000
772,One Missed Call,2008,87,4.0,34000,Eric Valette,"Andrew Klavan, Yasushi Akimoto, Minako Daira",Edward Burns|Shannyn Sossamon|Ana Claudia Talancón,Horror|Mystery,20000000,45847751
773,I Am Legend,2007,101,7.2,815000,Francis Lawrence,"Mark Protosevich, Akiva Goldsman, Richard Matheson",Will Smith|Alice Braga|Charlie Tahan,Action|Drama|Horror,150000000,585410052
774,Los cronocrímenes,2007,92,7.1,69000,Nacho Vigalondo,Nacho Vigalondo,Karra Elejalde|Candela Fernández|Bárbara Goenaga,Horror|Mystery|Sci-Fi,2600000,553198
775,The Strangers,2008,86,6.1,144000,Bryan Bertino,Bryan Bertino,Scott Speedman|Liv Tyler|Gemma Ward,Horror|Mystery|Thriller,9000000,82391145
776,Il bosco fuori,2006,85,4.6,1200,Gabriele Albanesi,Gabriele Albanesi,Daniela Virgilio|Geno Diana|Santa De Santis,Horror|Thriller,45000,2186
777,Wind Chill,2007,91,5.8,25000,Gregory Jacobs,"Joe Gangemi, Steven Katz",Emily Blunt|Ashton Holmes|Martin Donovan,Adventure|Drama|Horror,6000000,285000
779,Moscow Zero,2006,82,3.0,1900,María Lidón,Adela Ibañez,Vincent Gallo|Oksana Akinshina|Val Kilmer,Horror|Thriller,10000000,62500
780,My Name Is Bruce,2007,84,6.1,25000,Bruce Campbell,Mark Verheiden,Bruce Campbell|Grace Thorsen|Taylor Sharpe,Comedy|Fantasy|Horror,1500000,173066
781,Night of the Living Dead,2006,80,3.1,3900,Jeff Broadstreet,"Robert Valding, George A. Romero, Jeff Broadstreet",Brianna Brown|Joshua DesRoches|Sid Haig,Horror,3000000,1449945
782,Saw III,2006,108,6.2,212000,Darren Lynn Bousman,"Leigh Whannell, James Wan",Tobin Bell|Shawnee Smith|Angus Macfadyen,Horror|Mystery|Thriller,10000000,164876498
783,All the Boys Love Mandy Lane,2006,90,5.5,35000,Jonathan Levine,Jacob Forman,Amber Heard|Anson Mount|Whitney Able,Horror|Mystery|Thriller,750000,1757270
784,The Haunting in Connecticut,2009,92,5.8,65000,Peter Cornwell,"Adam Simon, Tim Metcalfe",Virginia Madsen|Martin Donovan|Elias Koteas,Drama|Horror|Mystery,10000000,77578320
785,The Marsh,2006,92,4.8,3400,Jordan Barker,Michael Stokes,Gabrielle Anwar|Louis Ferreira|Forest Whitaker,Horror|Mystery,9000000,2429573
786,Hostel: Part II,2007,94,5.5,96000,Eli Roth,Eli Roth,Lauren German|Heather Matarazzo|Bijou Phillips,Horror,10200000,35728183
787,Rings,2017,102,4.5,43000,F. Javier Gutiérrez,"David Loucka, Jacob Estes, Akiva Goldsman",Matilda Anna Ingrid Lutz|Alex Roe|Johnny Galecki,Drama|Horror|Mystery,25000000,83080890
788,AVPR: Aliens vs Predator - Requiem,2007,94,4.6,133000,"Colin Strause, Greg Strause","Shane Salerno, Dan O'Bannon, Ronald Shusett",Reiko Aylesworth|Steven Pasquale|Shareeka Epps,Action|Horror|Sci-Fi,40000000,130290885
789,Friday the 13th,2009,97,5.5,117000,Marcus Nispel,"Victor Miller, Damian Shannon, Mark Swift",Jared Padalecki|Amanda Righetti|Derek Mears,Horror|Mystery|Thriller,19000000,91509154
790,Seed,2006,90,3.1,7200,Uwe Boll,Uwe Boll,Michael Paré|Will Sanderson|Ralf Moeller,Horror,10000000,155362
791,Bakjwi,2009,134,7.1,51000,Park Chan-wook,"Émile Zola, Park Chan-wook, Chung Seo-kyung",Song Kang-ho|Kim Ok-bin|Choi Hee-jin,Drama|Fantasy|Horror,5000000,13085023
792,The Signal,2007,103,6.0,22000,"David Bruckner, Dan Bush, Jacob Gentry","David Bruckner, Jacob Gentry, Dan Bush",Anessa Ramsey|Justin Welborn|Scott Poythress,Horror|Sci-Fi|Thriller,50000,249905
793,Teeth,2007,94,5.4,46000,Mitchell Lichtenstein,Mitchell Lichtenstein,Jess Weixler|John Hensley|Josh Pais,Comedy|Fantasy|Horror,2000000,2340110
794,D@bbe,2006,110,4.3,4800,Hasan Karacadag,Hasan Karacadag,Ümit Acar|Ebru Aykaç|Fulya Candemir,Horror|Thriller,500000,2146683
795,Mirrors,2008,110,6.1,114000,Alexandre Aja,"Alexandre Aja, Grégory Levasseur, Sung-ho Kim",Kiefer Sutherland|Paula Patton|Amy Smart,Horror|Mystery,35000000,72400000
796,Case 39,2009,109,6.2,93000,Christian Alvart,Ray Wright,Renée Zellweger|Ian McShane|Jodelle Ferland,Horror|Mystery|Thriller,27000000,29000000
797,Scary Movie 5,2013,88,3.5,77000,"Malcolm D. Lee, David Zucker","David Zucker, Pat Proft, Shawn Wayans",Simon Rex|Ashley Tisdale|Charlie Sheen,Comedy|Horror,20000000,78378744
798,The Hills Have Eyes II,2007,89,5.1,68000,Martin Weisz,"Wes Craven, Jonathan Craven",Daniella Alonso|Jacob Vargas|Michael Bailey Smith,Horror|Thriller,15000000,37697773
799,La terza madre,2007,102,5.0,11000,Dario Argento,"Dario Argento, Jace Anderson, Adam Gierasch",Asia Argento|Cristian Solimeno|Adam James,Drama|Horror|Thriller,3500000,3119957
800,P2,2007,98,5.9,36000,Franck Khalfoun,"Alexandre Aja, Grégory Levasseur, Franck Khalfoun",Rachel Nichols|Wes Bentley|Simon Reynolds,Crime|Horror|Thriller,3500000,7766240
801,The Midnight Meat Train,2008,98,6.0,71000,Ryûhei Kitamura,"Jeff Buhler, Clive Barker",Vinnie Jones|Bradley Cooper|Leslie Bibb,Horror|Mystery|Thriller,15000000,3533227
802,The Deaths of Ian Stone,2007,87,5.5,14000,Dario Piana,Brendan Hood,Mike Vogel|Jaime Murray|Christina Cole,Horror|Thriller,10000,10000
803,Black Water,2007,90,5.8,16000,"David Nerlich, Andrew Traucki","Andrew Traucki, David Nerlich",Diana Glenn|Maeve Dermody|Andy Rodoreda,Adventure|Drama|Horror,700000,1271556
804,World War Z,2013,116,7.0,720000,Marc Forster,"Matthew Michael Carnahan, Drew Goddard, Damon Lindelof",Brad Pitt|Mireille Enos|Daniella Kertesz,Action|Adventure|Horror,200000000,531865000
805,Laa-thaa-phii,2006,100,4.7,474,Sarawut Wichiensarn,"Damkeng Thitapiyasak, Ekachai Uekrongtham, Suphachai Sittiaumponpan",Pachornpol Jantieng|Thanyanan Mahapirun|Phongsak Rattanapong,Horror,20000,71896
806,Priest,2011,87,5.7,124000,Scott Stewart,"Cory Goodman, Min-Woo Hyung",Paul Bettany|Cam Gigandet|Maggie Q,Action|Fantasy|Horror,60000000,78309131
807,Pet Sematary,2019,100,5.7,99000,"Kevin Kölsch, Dennis Widmyer","Stephen King, Matt Greenberg, Jeff Buhler",Jason Clarke|Amy Seimetz|John Lithgow,Horror|Mystery|Thriller,21000000,113118226
808,The Collector,2009,90,6.3,72000,Marcus Dunstan,"Patrick Melton, Marcus Dunstan",Josh Stewart|Andrea Roth|Juan Fernández,Horror|Thriller,3400000,114000000
809,The Last House on the Left,2009,110,6.5,100000,Dennis Iliadis,"Adam Alleca, Carl Ellsworth, Wes Craven",Garret Dillahunt|Monica Potter|Tony Goldwyn,Horror|Thriller,15000000,32721635
810,Diary of the Dead,2007,95,5.5,49000,George A. Romero,George A. Romero,Michelle Morgan|Joshua Close|Shawn Roberts,Fantasy|Horror|Sci-Fi,2000000,5540941
811,Die and Let Live,2006,75,3.4,207,Justin Channell,"Justin Channell, Zane Crosby, Kris Kave",Josh Lively|Zane Crosby|Sarah Bauer,Comedy|Horror|Romance,7000000,126400000
812,Jack & Diane,2012,105,4.4,3200,Bradley Rust Gray,Bradley Rust Gray,Riley Keough|Juno Temple|Kylie Minogue,Drama|Horror|Romance,79000000,149700000
813,À l'intérieur,2007,82,6.7,45000,"Alexandre Bustillo, Julien Maury","Julien Maury, Alexandre Bustillo",Alysson Paradis|Jean-Baptiste Tabourin|Claude Lulé,Horror,3000000,792184
814,Timber Falls,2007,100,5.2,6400,Tony Giglio,"Dan Kay, Tony Giglio",Josh Randall|Brianna Brown|Nick Searcy,Horror|Thriller,2600000,677548
815,Gabriel,2007,114,5.5,14000,Shane Abbess,"Matt Hylton Todd, Shane Abbess",Andy Whitfield|Dwaine Stevenson|Samantha Noble,Action|Fantasy|Horror,200000,1395610
816,Trick 'r Treat,2007,82,6.7,105000,Michael Dougherty,Michael Dougherty,Anna Paquin|Brian Cox|Dylan Baker,Comedy|Horror,12000000,27909
817,Mon seung,2006,85,6.0,812,Oxide Chun Pang,"Oxide Chun Pang, Thomas Pang",Charlene Choi|Shawn Yue|Isabella Leong,Drama|Horror|Mystery,2576871,749981
818,Antichrist,2009,108,6.5,137000,Lars von Trier,Lars von Trier,Willem Dafoe|Charlotte Gainsbourg|Storm Acheche Sahlstrøm,Drama|Horror|Thriller,11000000,7413863
819,My Soul to Take,2010,107,4.7,22000,Wes Craven,Wes Craven,Max Thieriot|John Magaro|Denzel Whitaker,Horror|Mystery|Thriller,25000000,21500813
820,Red State,2011,88,6.1,67000,Kevin Smith,Kevin Smith,Michael Parks|Melissa Leo|John Goodman,Action|Crime|Horror,4000000,1104682
821,The Zombie Diaries,2006,85,4.0,4900,"Michael G. Bartlett, Kevin Gates","Michael G. Bartlett, Kevin Gates",Scott Ainslie|Toby Bowman|Victoria Summer,Horror|Sci-Fi,9300,2000000
822,The Mist,2007,126,7.1,341000,Frank Darabont,"Frank Darabont, Stephen King",Thomas Jane|Marcia Gay Harden|Laurie Holden,Horror|Sci-Fi|Thriller,18000000,57470220
823,Saw IV,2007,93,5.9,165000,Darren Lynn Bousman,"Patrick Melton, Marcus Dunstan, Thomas Fenton",Tobin Bell|Scott Patterson|Louis Ferreira,Horror|Mystery|Thriller,10000000,139352633
824,Kill Theory,2009,85,5.3,7500,Chris Moore,Kelly C. Palmer,Don McManus|Ryanne Duzich|Teddy Dunn,Horror|Thriller,6000000,397941
825,The Echo,2008,96,5.5,6100,Yam Laranas,"Eric Bernt, Shintaro Shimosawa, Yam Laranas",Jesse Bradford|Amelia Warner|Carlos Leon,Drama|Horror|Mystery,5000000,124048
826,I Know Who Killed Me,2007,106,3.6,31000,Chris Sivertson,Jeff Hammond,Lindsay Lohan|Julia Ormond|Neal McDonough,Horror|Mystery|Thriller,12000000,9620399
827,100 Feet,2008,96,5.4,13000,Eric Red,Eric Red,Famke Janssen|Bobby Cannavale|Ed Westwick,Horror|Mystery|Thriller,10000000,1415804
828,Boogeyman 2,2007,93,5.0,9000,Jeff Betancourt,"Brian Sieve, Eric Kripke",Danielle Savre|Matt Cohen|Chrissy Calhoun,Horror|Thriller,4500000,1798418
829,Putevoy obkhodchik,2007,80,4.1,978,Igor Shavlak,"Valery Krechetov, Viktor Sorokin",Svetlana Metkina|Dmitriy Orlov|Aleksandr Vysokovskiy,Horror|Thriller,3000000,626032
830,The Thing,2011,103,6.2,146000,Matthijs van Heijningen Jr.,"Eric Heisserer, John W. Campbell Jr.",Mary Elizabeth Winstead|Joel Edgerton|Ulrich Thomsen,Horror|Mystery|Sci-Fi,35000000,31505287
831,Proie,2010,90,5.2,1000,Antoine Blossier,"Antoine Blossier, Erich Vogel",Grégoire Colin|François Levantal|Fred Ulysse,Adventure|Drama|Horror,60000,248639099
832,Prom Night,2008,88,3.9,38000,Nelson McCormick,J.S. Cardone,Brittany Snow|Scott Porter|Jessica Stroup,Horror,20000000,14800000
833,Silent Hill: Revelation,2012,95,4.9,67000,M.J. Bassett,"M.J. Bassett, Laurent Hadida, Hiroyuki Owaku",Adelaide Clemens|Kit Harington|Sean Bean,Horror|Mystery|Thriller,20000000,55362705
834,Repo! The Genetic Opera,2008,98,6.4,27000,Darren Lynn Bousman,"Darren Smith, Terrance Zdunich",Paul Sorvino|Anthony Head|Alexa PenaVega,Horror|Musical|Sci-Fi,8500000,188126
835,The Ruins,2008,90,5.9,84000,Carter Smith,Scott B. Smith,Shawn Ashmore|Jena Malone|Jonathan Tucker,Adventure|Horror|Thriller,8000000,22818256
836,Fantasy Island,2020,109,4.9,58000,Jeff Wadlow,"Jeff Wadlow, Christopher Roach, Jillian Jacobs",Michael Peña|Maggie Q|Lucy Hale,Fantasy|Horror|Mystery,7000000,49500000
837,The Last Voyage of the Demeter,2023,118,6.1,49000,André Øvredal,"Bram Stoker, Bragi F. Schut, Zak Olkewicz",Corey Hawkins|Aisling Franciosi|Liam Cunningham,Fantasy|Horror,45000000,21600000
838,Countdown,2019,90,5.4,46000,Justin Dec,Justin Dec,Elizabeth Lail|Jordan Calloway|Talitha Eliana Bateman,Horror|Thriller,6500000,48021766
839,Block Z,2020,101,5.4,388,Mikhail Red,"Mixkaela Villalon, Mikhail Red",Joshua Garcia|Julia Barretto|Ian Veneracion,Action|Horror|Thriller,646955,709452
840,The Exorcist III: Legion,1990,105,7.3,1400,William Peter Blatty,William Peter Blatty,George C. Scott|Ed Flanders|Brad Dourif,Horror|Mystery|Thriller,9300000,39024251
841,Antebellum,2020,105,5.8,30000,"Gerard Bush, Christopher Renz","Gerard Bush, Christopher Renz",Janelle Monáe|Eric Lange|Jena Malone,Drama|Horror|Mystery,15000000,7060384
842,Roohi,2021,134,4.3,11000,"Hardik Mehta, Jaspal Singh","Mrighdeep Lamba, Gautam Mehra",Rajkummar Rao|Varun Sharma|Janhvi Kapoor,Comedy|Horror,2400000,3600000
843,The Nun II,2023,110,5.6,59000,Michael Chaves,"Ian Goldberg, Richard Naing, Akela Cooper",Taissa Farmiga|Jonas Bloquet|Storm Reid,Horror|Mystery|Thriller,38500000,269467073
844,Bones and All,2022,131,6.8,58000,Luca Guadagnino,"David Kajganich, Camille DeAngelis",Timothée Chalamet|Taylor Russell|Mark Rylance,Drama|Horror|Romance,16000000,15234907
845,Eden Lake,2008,91,6.7,95000,James Watkins,James Watkins,Kelly Reilly|Michael Fassbender|Tara Ellis,Horror|Thriller,12850990,3984669
846,Martyrs,2008,99,7.0,107000,Pascal Laugier,Pascal Laugier,Morjana Alaoui|Mylène Jampanoï|Catherine Bégin,Horror,6500000,1100000
847,Poltergeist,2015,93,4.9,61000,Gil Kenan,"David Lindsay-Abaire, Steven Spielberg, Michael Grais",Sam Rockwell|Rosemarie DeWitt|Kennedi Clements,Horror|Thriller,35000000,95437994
848,Dampyr,2022,109,5.4,1900,Riccardo Chemello,"Mauro Boselli, Maurizio Colombo, Giovanni Masi",Wade Briggs|Stuart Martin|Frida Gustavsson,Fantasy|Horror,15000000,362113
849,The Forever Purge,2021,103,5.4,43000,Everardo Gout,James DeMonaco,Ana de la Reguera|Tenoch Huerta|Josh Lucas,Action|Crime|Horror,18000000,76994245
850,Svetlonoc,2022,106,6.0,783,Tereza Nvotová,"Barbora Namerova, Tereza Nvotová",Natalia Germani|Eva Mores|Juliana Olhová,Drama|Horror|Mystery,1720000,94914
851,Spiral: From the Book of Saw,2021,93,5.2,68000,Darren Lynn Bousman,"Josh Stolberg, Pete Goldfinger",Chris Rock|Samuel L. Jackson|Max Minghella,Horror|Mystery|Thriller,20000000,40618920
852,Suspiria,2018,152,6.7,92000,Luca Guadagnino,"Dario Argento, Daria Nicolodi, David Kajganich",Chloë Grace Moretz|Tilda Swinton|Doris Hick,Drama|Fantasy|Horror,20000000,7900000
